Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50JTML;;LA BARQUE ACIDE;"THE END IS NIGH!
Cirque apocalyptique
Tout public";"Les personnages du spectacle – Il faut le rappeler – ce sont des humains. Oui, comme toi! 

À 9 sur un plateau, ces humains constituent déjà une société. L’étincelle, c’est l’annonce d’une « apocalypse imminente » qui pose une atmosphère à la fois menaçante et absurde, où tout est plus que jamais possible. Dans cet espace temps particulier, chacun aura l’occasion d’exposer (une dernière fois) sa réalité, ou ce qu’il en reste, avec ses paradoxes et ses dangers.

5 femmes, 4 hommes, 6 langues, 18 épaules et 180 doigts venus d’Italie, de Finlande, d’Espagne, de Nouvelle Calédonie, du Brésil, d’Angleterre, d’Australie et de France.  Un cirque singulier où ce qui est vécu et échangé est plus important que ce que l’on sait faire de manière purement performative.

Entrée libre dans la limite des places disponibles";2020-12-10;2020-12-10;A 19h30;Le 10/12/2020 - A 19h30;;LA GRAINERIE;;61 Rue Saint-jean;;31130;BALMA;Culturelle;Animations, Spectacle;Cirque;Métro ligne A Balma Gramont;43.622437;1.488283;;;la-grainerie.festik.net/la-barque-acide-the-end-is-nigh/1;Oui;;;;43.622437,1.488283
FMAMID031V50JTGX;;LA COMPAGNIE SINGULIÈRE;"AMALGAMES
Cirque sécuritaire
A partir de 10 ans
Durée: 1h30";"“Amal/game/S… Successivement, espoir en arabe, jeu en anglais et “S” majuscule, signature des spectacles de la compagnie Singulière qui s’amuse encore à se poser des questions :

À quoi joue le monde ?
A t-on encore l’espoir d’échapper à une société de vigilance ?
Où s’arrêtera le cirque sécuritaire ?

Caméras de surveillance de plus en plus intrusives, lois “d’exception” banalisées, manifestations encadrées, dictature des portables aux talents multiples…
Téléphoner, photographier, rester connectés en permanence aux réseaux sociaux, chercher sa route…
Et, dès demain, ouvrir les portes, retranscrire sur l’ordinateur
des conversations enregistrées, pister nos enfants 
pour les sécuriser, pointer au travail ou à l’école,
payer nos achats sans passer par la caisse départ…
Et en filigrane surveiller à grande échelle l’ensemble 
d’une population pour mieux la contrôler.
Nous avons, sans hésiter,
mis au fond de nos poches le petit objet chargé de nous espionner.
C’est logique, pour enfermer les gens,
il faut vendre de l’évasion… 

Alors restez vigilants et, si besoin,
faites un nœud à votre mouchard.”

Christian Coumin (metteur en scène)";;;A 20h30 A 20h30;Le 07/10/2020 - A 20h30 Le 08/10/2020 - A 20h30;;THEATRE DES MAZADES;;10 Avenue des Mazades;;31200;TOULOUSE;Culturelle;Animations;Cirque;Métro ligne B Barrières de Paris;43.623991;1.438654;;;la-grainerie.festik.net;;De 9,00 € à 15,00 €;;8 - 12 ans  /  plus de 12 ans;43.623991,1.438654
FMAMID031V50IV36;;LA FABULEUSE HISTOIRE DE MICHEL STROGOFF (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

DANS LE CADRE DE LA TROISIÈME ÉDITION DES MUSICALES FRANCO-RUSSES

JEAN-FRANÇOIS ZYGEL : PIANO, CÉLESTA ET NARRATION
MÉDÉRIC COLLIGNON : CORNET, BUGLE ET VOIX
THOMAS BLOCH : CRISTAL BASCHET ET ONDES MARTENOT";Jean-François Zygel nous invite à voyager entre Moscou et la Sibérie, sur les pas du célèbre héros de Jules Verne. Les sonorités hypnotiques du cristal Baschet, la magie des ondes Martenot, la virtuosité volubile du bugle et du cornet, se mêleront au piano héroïque de Jean-François Zygel et au scintillement du célesta pour évoquer, soutenir, incarner ou prolonger les péripéties de cette fascinante épopée !;2021-04-03;2021-04-03;A 18h.;Le 03/04/2021 - A 18h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Culturelle;Concert;Musique classique;Métro ligne B François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;De 5,00 € à 22,00 €;;;43.6002193,1.4533432
FMAMID031V5089N2;;LA GUINGUETTE, CHEZ CHOUCHOU;"La Guinguette est un restaurant éphémère sur la Garonne.
Dans l’esprit des années 50, La Guinguette rime avec convivialité, détente et la gastronomie.";"La terrasse flottante, accueille Toulousains et vacanciers en quête de « bon vivre », les pieds dans la Garonne, le cœur dans l’ assiette et la tête au dépaysement.

La décoration « à la française », est un retour aux sources et aux fondamentaux. On vient s’y retrouver, autour d’une nappe vichy, à la lumière du soleil ou des loupiotes multicolores.
Le personnel, en tenue de Canotiers d’antan , invite au voyage.
A La Guinguette on est loin du vacarme urbain mais plutôt au cœur des lieux historiques toulousains.
Au fil de l’eau, on vient apprécier un déjeuner estival, siroter un cocktail, grignoter à toutes heures et dîner aux douces soirées d’été.

La Guinguette, l’épicurienne, propose une cuisine de produits frais et de saison, en hommage au terroir français. La sélection des artisans et fournisseurs locaux est une ode à Toulouse.
Ici, chaque moment de la journée est propice au farniente. Le tout Toulouse vient s’enivrer de la sérénité de Madame Garonne et s’encanailler aux notes tantôt jazzy, tantôt musette.

Ici le temps est suspendu, l’été infini et la plénitude totale...
Tous y sont reçus « comme à la maison », tel est le crédo de la Guinguette Toulousaine.";2020-06-20;2020-09-15;Tous les jours de 16h à minuit.;Du 20/06/2020 au 15/09/2020 - Tous les jours de 16h à minuit.;;QUAI DE TOUNIS;37 quai de Tounis;(centre ville rive droite);;31000;TOULOUSE;Insolite;Animations;Gastronomie, Musical;Carmes;43.5961998;1.4403797;05 31 61 56 17 Réservations;;;;;;;43.5961998,1.4403797
FMAMID031V50JIJP;;LA NUIT DE L’ORGUE : IMPROVISATIONS DÉBRIDÉES (TOULOUSE LES ORGUES);"Entre classique et jazz, du Cavaillé-Coll à l’orgue Hammond
Improvisation";"Deux organistes, deux instruments, deux univers musicaux. David Cassan et Laurent Coulondre font partie de la nouvelle génération d’improvisateurs, l’un à l’orgue à tuyaux, l’autre à l’orgue Hammond. Par un dialogue et une alternance savamment construite, les improvisateurs de cette Nuit de l’Orgue vont faire voyager le public dans leur imaginaire d’un soir ! La voix inspirée d’Hervé Suhubiette viendra enrichir ce dialogue, relancer le jeu musical et ouvrir de nouvelles contrées sonores.

INTERPRETES
David CASSAN, orgue
Laurent COULONDRE, Orgue Hammond

Ouverture de la billetterie : Lundi 21 septembre 2020
Réservation fortement conseillée en raison du contexte sanitaire

Retransmis sur grand écran";2020-10-17;2020-10-17;A 20h30.;Le 17/10/2020 - A 20h30.;;BASILIQUE SAINT-SERNIN;;Place Saint Sernin;;31000;TOULOUSE;Culturelle, Musique;Concert, Festival;Musical;Métro ligne B Jeanne d'Arc;43.607964;1.440742;05 61 33 76 87;;billetterie.toulouse-les-orgues.org;;De 5,00 € à 12,00 €;;;43.607964,1.440742
FMAMID031V50BEJS;;LA RUEE DES FADAS (REPORTE AU 11 OCTOBRE 2020);La Ruée des Fadas débarque à TOULOUSE dans un environnement exceptionnel pour une course Fadastique de 8 km !;"3000 Fadas déguisés prendront le départ de cette aventure complètement déjantée dans un domaine magnifique avec un seul but : franchir la ligne d'arrivée.
C’est quoi ce délire ?

Une course à pied déguisée de 8 ou 12 km avec des obstacles, de la boue, des passages dans l'eau et un max de délire !

Avec qui ? Seul ou en équipe sans limite de participants !

Le parcours ? Exceptionnel avec 30 à 40 obstacles à franchir. Du fun, des défis à relever et des ravitaillements pour rester en forme : tout pour réussir votre aventure !

Comment ? Dans la course déjantée de la Ruée, tous les fadas sont déguisés et relèvent le challenge de l’extrême grâce à l’esprit d’équipe, au mental et au dépassement de soi. Jamais en échec à la ruée, tous les obstacles peuvent être contournés !

Le moment de gloire ? Franchir la ligne d'arrivée...

Après l'effort, le réconfort : à boire, à manger et une bière de la cuvée des fadas vous attend. Fêtez ensemble votre exploit sur le village en musique !

N'attendez plus et venez vivre une course inoubliable parce que seul compte le plaisir de l’aventure !";2020-10-11;2020-10-11;;Le 11/10/2020;REPORTE;DIVERS LIEUX A TOULOUSE;;;;31000;TOULOUSE;Sports et loisirs;Animations, Sport;Course à pied;;43.649136;1.326251;;;www.facebook.com/events/443438172933866 rueedesfadas.fr/fadastour2020-toulouse;;;;;43.649136,1.326251
FMAMID031V50CQ66;;LE GRAND BLEU;"Ciné-concert Le Grand Bleu, initialement prévue le 24 mars 2020. 
Le 11 mai 1988, Le Grand Bleu de Luc Besson sortait au cinéma.
Pour célébrer les 30 ans du film, deux représentations exceptionnelles ont eu lieu à La Seine Musicale en mai 2018 (complet).";"Eric Serra et ses musiciens nous invitent à redécouvrir cette œuvre incontournable du cinéma français, qu’ils interprètent sur scène à l’identique pendant la projection du film, pour une expérience immersive exceptionnelle.
Bande originale de tous les superlatifs (Victoire puis César de la meilleure musique de film, nombreux disques d’or et platine avec plus de trois millions d’exemplaires vendus …), la musique d’Eric Serra retranscrit parfaitement les sentiments les plus profonds du héros du film (Jacques Mayol) mais également ses sensations lors des plongées.

La musique est un vecteur d’émotions, et Eric Serra l’a bien compris en offrant au public ses meilleures partitions. 
Jamais une bande originale de film n’aura eu autant d’âme que dans Le Grand Bleu.

La date du ciné-concert Le Grand Bleu, initialement prévue le 24 mars 2020 au Zénith Toulouse Métropole, est reportée au 23 novembre 2020.
Les billets restent valables pour cette nouvelle date.
Les personnes ne pouvant se rendre au concert reporté, sont invitées à se rapprocher de leur point de vente pour effectuer une demande de remboursement.";2020-11-23;2020-11-23;A 20h.;Le 23/11/2020 - A 20h.;REPORTE;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;;Concert, Spectacle;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/le-grand-bleu-2179.html;;;;;43.598264,1.4092542
FMAMID031V50D8KC;;LE JOUR DE LA DANSE;"Le temps d'une journée, les passant.e.s deviennent des spectateur.rice.s et la danse se révèle aux coins des rues. (Port Viguerie, Chapelle des Carmélites, Quai Saint-Pierre, Bibliothèque d'étude et du patrimoine).

Présenté par ARTO  - Saison itinérante et festival de rue";"Concocté avec joie par ARTO et La Place de la Danse, ce quatrième Jour de la Danse vous offre des spectacles gratuits dans les rues de Toulouse pour commencer la saison en beauté. Et pour cela, on peut compter sur les artistes que nous avons invité·e·s. Notre artiste associée, Julie Nioche, fera d'une série de sauts, réalisée par plus de 50 participant·e·s, une expérience collective physique. En solo et au plus près de l'interprète, ce sera Cécile Grassin qui mettra en observation son propre corps dans un écrin de verre. La compagnie Beau Geste proposera son célèbre duo autant improbable que poétique entre un danseur téméraire et une pelleteuse attentionnée. Autre duo de choc, celui du Toulousain Pierre Rigal qui confronte Hassan Razak, percussionniste corporel, et Pierre Cartonnet, acrobate. Et pour ne pas vous égarer, suivez la compagnie 1Watt dans une déambulation absurde au croisement du théâtre et de la danse.

Gratuit, sans réservation et tout public.
En cas de pluie, des lieux de repli sont prévus.

PROGRAMME:

TRANSPORTS EXCEPTIONNELS - DOMINIQUE BOIVIN - TOUT PUBLIC
Dominique Boivin chorégraphie le duo, peu ordinaire, d'un homme et d'une pelleteuse de chantier.
PORT VIGUERIE - durée: 20 min

CABINET DE CURIOSITÉ - CÉCILE GRASSIN - A PARTIR DE 8 ANS
Dans une installation plastique et presque scientifique, Cécile Grassin rapproche l'œil du spectateur du corps de la danseuse et le plonge dans la matière du mouvement
CHAPELLE DES CARMÉLITES - Durée: 20 min

LES SISYPHE - JULIE NIOCHE - TOUT PUBLIC
Une performance collective met aux prises des danseur·euse·s/sauteur·euse·s avec leur capacité de résistance, de l'épuisement à l'euphorie
QUAI SAINT-PIERRE - Durée: 17 minutes

BATAILLE - PIERRE RIGAL / HASSAN RAZAK / PIERRE CARTONNET - A PARTIR DE 7 ANS
En chorégraphiant un duo d'assauts et de feintes, Pierre Rigal joue avec la violence, son énergie, ses dynamiques et ses effets, entre rires et grincements de dents.
BIBLIOTHÈQUE D'ÉTUDE ET DU PATRIMOINE - Durée: 50 min

NOUVELLES DE NOOOONE (FOUR BODIES) - 1WATT - TOUT PUBLIC
Au croisement du théâtre et de la danse, Nouvelles de Noo(oo)ne déplie des récits vagabonds et absurdes, désinhibés et joyeux.
DÉAMBULATION DANS LES RUES - Durée: 67 min";2020-10-03;2020-10-03;De 12h à 18h30;Le 03/10/2020 - De 12h à 18h30;;DIVERS LIEUX;;;;31000;TOULOUSE;Danse;Animations, Spectacle;Danse;Métro ligne A Capitole;43.6046256;1.444205;;;laplacedeladanse.com/agenda/le-jour-de-la-danse;Oui;;;;43.6046256,1.444205
FMAMID031V50IV2X;;LE PRINTEMPS D’IGOR (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

DANS LE CADRE DE LA TROISIÈME ÉDITION DES MUSICALES FRANCO-RUSSES

TUGAN SOKHIEV : DIRECTION
VADIM GLUZMAN : VIOLON";"Il y a cinquante ans, Igor Stravinski, l’un des géants du siècle passé, disparaissait à New York. L’Orchestre national du Capitole et les Musicales franco-russes de Toulouse s’associent pour rendre hommage à l’une des figures tutélaires de notre temps : du mythique Sacre du printemps au néoclassicisme, plongée dans l’univers incandescent du plus cosmopolite des compositeurs russes !

IGOR STRAVINSKI
PULCINELLA, SUITE DE BALLET
CONCERTO POUR VIOLON EN RÉ MAJEUR
LE SACRE DU PRINTEMPS";2021-03-27;2021-03-27;A 20h.;Le 27/03/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Culturelle;Concert;Musique classique;Métro ligne B François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;De 18,00 € à 60,00 €;;;43.6002193,1.4533432
FMAMID031V50FOU5;;LES ALLEES, BROCANTE ET ANTIQUITES;120 brocanteurs et antiquaires.;Plus de 120 exposants professionnels vous attendent. Un expert est présent samedi et dimanche sur ce rendez-vous mensuel. Restauration sur place. (Le vendredi déballage dès 8h00);2020-12-04;2020-12-06;Vendredi de 7h à 18h. Samedi de 10h à 18h. Dimanche de 10h à 18h.;Du 04/12/2020 au 06/12/2020 - Vendredi de 7h à 18h. Samedi de 10h à 18h. Dimanche de 10h à 18h.;;ALLEES FRANCOIS VERDIER;;Allées François Verdier;;31000;TOULOUSE;Manifestation commerciale;Brocante;;François Verdier;43.5991483;1.4525687;;;www.brocante-les-allees.fr/fr/;Oui;;;;43.5991483,1.4525687
FMAMID031V50J3MM;;LES CLEFS DE SAINT PIERRE : DESSINE MOI UN CONCERT;Concert du 27 avril reporté le 11 septembre 2020;"Musique et arts plastiques vont communier le temps d’un concert, créer une alchimie entre la main de la plasticienne qui donnera corps à la musique. Un grand écran permet au public de profiter pleinement de chaque geste, chaque intention de la peintre.

Malcolm ARNOLD : Three shanties
Luciano BERIO : Opus number zoo
Samuel BARBER : Summer music
György LIGETI : Six bagatelles

Les œuvres réalisées pendant le concert seront mises en vente auprès du public";2020-09-11;2020-09-11;A 20h.;Le 11/09/2020 - A 20h.;;AUDITORIUM SAINT PIERRE DES CUISINES;;12 Place Saint Pierre;;31000;TOULOUSE;Musique;Concert;Musique classique;Métro ligne A Capitole ou Saint-Cyprien;43.6043737;1.4357169;;;lesclefsdesaintpierre.org clefsdesaintpierre.festik.net;;De 11,00 € à 22,00 €;;;43.6043737,1.4357169
FMAMID031V50H294;;LES CLEFS DE SAINT PIERRE : LE QUATUOR EN HÉRITAGE;Retrouvez les musiciens de l’Orchestre National du Capitole de Toulouse dans l’intimité de formations de musique de chambre;"J. HAYDN Quatuor N° 5 opus 33
W. A. MOZART Quatuor N° 15
en ré mineur K. 421
L. Van BEETHOVEN Quatuor N° 5
opus 18 en la majeur 

M. PUZIN, violon
J.-B. JOURDIN, violon
C. PELISSIER, alto
M. GIRBAL, violoncelle";2020-10-05;2020-10-05;A 20h.;Le 05/10/2020 - A 20h.;;AUDITORIUM SAINT PIERRE DES CUISINES;;12 Place Saint Pierre;;31000;TOULOUSE;Musique;Concert;Musique classique;Capitole;43.6040706;1.4355892;;;lesclefsdesaintpierre.org clefsdesaintpierre.festik.net;;De 11,00 € à 22,00 €;;;43.6040706,1.4355892
FMAMID031V50JKJR;;LES DIMANCHES DE CREATEURS;Un marché de créateurs organisé par Fait Main 31 qui réunit plus d'une trentaine de créateurs sur la place Saint Pierre à Toulouse de 10h à 19h !;"Vous découvrirez sur ces marchés, des créateurs toulousains et ses proches environs.  Passionnés et d'univers différents, ils offriront une diversité créative ! 

C'est l'occasion de trouver des créations uniques et variées: bijoux, meubles, articles de mode, maroquinerie, déco, articles pour enfants...";;;De 10h à 19h De 10h à 19h De 10h à 19h De 10h à 19h;Le 06/09/2020 - De 10h à 19h Le 11/10/2020 - De 10h à 19h Le 01/11/2020 - De 10h à 19h Du 05/12/2020 au 06/12/2020 - De 10h à 19h;;PLACE SAINT PIERRE;;Place Saint Pierre;;31000;TOULOUSE;Manifestation commerciale;Marché;Artisanat;Métro ligne A Capitole ou Esquirol;43.603125;1.436169;;;www.faitmain31.com;;;;;43.603125,1.436169
FMAMID031V50JI99;;LES SUITES POUR VIOLE DE COUPERIN (TOULOUSE LES ORGUES);"Cordes frottées, cordes pincées
Musique baroque.";"Mathilde Vialle revisite ici l’un des chefs-d’oeuvre de François Couperin, les suites pour Viole de gambe, entourée de Sébastien Daucé, créateur de l’ensemble Correspondance, de Thibaut Roussel au théorbe et Louise Bouedo à la viole. En adaptant également quelques pièces de clavecin pour deux violes, Mathilde Vialle apporte sa touche personnelle à la musique du plus grand compositeur baroque sous Louis XIV.

AU PROGRAMME
Oeuvres de F. Couperin

INTERPRETES
Sébastien DAUCÉ, clavecin
Mathilde VIALLE, viole de gambe
Thibaut ROUSSEL, Théorbe
Louise BOUEDO-MALLET, viole de gambe

Ouverture de la billetterie : Lundi 21 septembre 2020
Réservation fortement conseillée en raison du contexte sanitaire";2020-10-09;2020-10-09;A 20h30.;Le 09/10/2020 - A 20h30.;;AUDITORIUM SAINT-PIERRE DES CUISINES;12 Place Saint-Pierre;;;31000;TOULOUSE;Culturelle, Musique;Concert, Festival;Musical;Métro ligne A Capitole;43.6044379;1.43583353;05 61 33 76 87;;billetterie.toulouse-les-orgues.org;;De 8,00 € à 26,00 €;;;43.6044379,1.43583353
