identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_preciez;adresse;latitude;longitude;geolocalisation
780;École nationale des chartes;65 Rue de Richelieu;75002;Paris;http://www.chartes.psl.eu/fr/culturecheznous;L’École des chartes dispose de nombreuses ressources en ligne à explorer pendant cette période de confinement.;;#Culturecheznous : nos ressources en ligne;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;"Architecture et patrimoine;Histoire";;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;65 Rue de Richelieu 75002 Paris;48.8673301;2.337426;48.8673301,2.337426
785;Écomusée du Perche;Lieu dit Prieuré de;61130;Saint-Cyr-la-Rosière;https://www.ecomuseeduperche.fr/;Vaisselle de guerre, Sur les chemins de l'école : l’écomusée du Perche, riche d’une belle collection d’objets et de mobilier scolaires, explore, ici, une mutation essentielle de la société sous la Troisième République.Vaisselle de guerre;;Expositions virtuelles;Expos, musées;Tous publics;Images, collections numérisées, bases de données;"Histoire;Musées";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;Lieu dit Prieuré de 61130 Saint-Cyr-la-Rosière;48.324777;0.654941;48.324777,0.654941
786;Éditions Dargaud;57 Rue Gaston Tessier;75019;Paris;https://www.dargaud.com/Le-Mag/Actualites/Restezchezvous-des-activites-pour-vos-enfants;Cuisiner, colorier, faire des mots croisés, des origamis avec les héros des bandes dessinées que vos enfants aiment;;#Restezchezvous Des activités pour vos enfants;Jeux;Parents / Éducateurs;Jeux;"Bande dessinée;Littérature, sciences humaines, langues";;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-06-30T00:00:00;;57 Rue Gaston Tessier 75019 Paris;48.896381;2.3753415;48.896381,2.3753415
809;Festival d'Aix-en-Provence;Palais de l’Ancien Archevêché;13100;Aix-en-Provence;https://festival-aix.com/fr/blog/actualite/retrouvez-les-spectacles-du-festival-en-streaming-gratuit;Voir et revoir les opéras du Festival d'Aix-en-Provence en streaming et en intrégralité.;;Les spectacles du festival en streaming;Concerts, spectacles;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";Musique, concerts et opéras;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;Palais de l’Ancien Archevêché 13100 Aix-en-Provence;43.5316322;5.4479424;43.5316322,5.4479424
810;Festival d'Avignon;12 Rue Gal-Grenier;84000;Avignon;https://www.festival-avignon.com/fr/webtv/cat/directreplay;Interviews, échanges, visites, coulisses : les vidéos autour du Festival d'Avignon.</p>;;WebTV;Films, documentaires, vidéos;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";Théâtre, Spectacles;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;12 Rue Gal-Grenier 84000 Avignon;43.9448705;4.8080751;43.9448705,4.8080751
811;Festival de photo MAP Toulouse;36 Port Saint-Sauveur;31000;Toulouse;https://map-photo.fr/map-devient-e-map/;Le Festival MAP soutient l’élan #culturecheznous et devient Festival E-MAP;;Le festival chez vous;Expos, musées;Tous publics;Création et pratiques artistiques;Photographie;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-04-25T00:00:00;;36 Port Saint-Sauveur 31000 Toulouse;43.5970551;1.4568656;43.5970551,1.4568656
814;Festival Little CIRCULATION(S);121 rue de Charonne;75011;Paris;https://www.festival-circulations.com/evenement/little-circulations-2020/;En ces temps de confinement, Little CIRCULATION(S), l’exposition à hauteur d’enfants, vient te rendre visite à la maison. Nous te proposons de découvrir des artistes du festival avec une approche ludique dédiée au jeune public – mêlant observation et amusement !;;Little CIRCULATION(S) à la maison;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Arts décoratifs, design, métiers d’art;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;121 rue de Charonne 75011 Paris;48.8548973;2.3857807;48.8548973,2.3857807
816;Fondation Cartier;261 Boulevard Raspail;75014;Paris;https://www.fondationcartier.com/;Pour traverser ensemble cette situation exceptionnelle, la Fondation Cartier vous invite à découvrir ou redécouvrir ses séries, podcasts, articles et contenus inédits, donnant la parole aux artistes, philosophes ou scientifiques.</p>;;Restons connectés !;Approfondir ses connaissances;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";"Arts décoratifs, design, métiers d’art;Arts visuels";;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-06-30T00:00:00;;261 Boulevard Raspail 75014 Paris;48.8373272;2.3319728;48.8373272,2.3319728
817;Fondation Giacometti;5 rue Victor Schoelcher;75014;Paris;https://www.fondation-giacometti.fr/fr/evenement/114/giacomettichezvous;Un programme de conférences, cours en directs, ateliers pour enfants en ligne. L'équipe de la fondation Giacometti se mobilise pour développer de nouveaux contenus en ligne autour d'Alberto Giacometti.;;#GiacomettiChezVous;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Sculpture;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-06-30T00:00:00;;5 rue Victor Schoelcher 75014 Paris;48.836203;2.331067;48.836203,2.331067
819;Fonds d'art contemporain - Paris Collections;11 rue du Pré;75018;Paris;https://uneoeuvrealecole.wordpress.com/2020/03/25/une-oeuvre-a-la-maison/;"Une œuvre à la maison reprend et adapte les ateliers organisés dans les établissements scolaires partenaires de notre programme ""Une œuvre à l'école"". Il se présente sous la forme d'une série d'ateliers d'arts plastiques proposés chaque semaine (2 articles hebdomadaire comprenant chacun entre 1 et 3 ateliers) inspirés d'une œuvre pour (re)découvrir la collection en s'amusant, chez soi. À destination des parents et enfants (tranches d'âges variables en fonction des ateliers : de 3 à 15 ans).";;Une œuvre à la maison;Partager ses passions;Parents / Éducateurs;"Ressources pédagogiques;Images, collections numérisées, bases de données;Jeux;Création et pratiques artistiques";Arts visuels;Facile à lire et à comprendre (FALC);Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;;11 rue du Pré 75018 Paris;48.8973922;2.3609586;48.8973922,2.3609586
822;Fonds régional d'art contemporain - Auvergne;6 rue du Terrail;63000;Clermont-Ferrand;https://www.frac-auvergne.fr/evenement/flashback/;C’est l’occasion de découvrir ou redécouvrir des expositions du FRAC Auvergne et d’accéder à des nouvelles ressources mises en ligne pour l’occasion. De façon exceptionnelle, vous aurez accès au merveilleux documentaire consacré à Luc Tuymans, à l’intégralité du catalogue d’exposition de David Lynch aujourd’hui épuisé, à la visite virtuelle de l’exposition Gregory Crewdson, etc.;;Flashback;Expos, musées;Tous publics;Expositions virtuelles;Arts visuels;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;2020-04-24T00:00:00;;6 rue du Terrail 63000 Clermont-Ferrand;45.778448;3.086746;45.778448,3.086746
824;Fonds régional d'art contemporain - Centre-Val de Loire;88 Rue du Colombier;45000;Orléans;http://www.frac-centre.fr/scolaires/parcours-pedagogiques-788.html;"Le Frac Centre-Val de Loire propose quatre parcours pédagogiques, transversaux entre les enseignements artistiques, scientifiques, littéraires ou technologiques : Architecture &amp; Nature, Villes, Mobilité &amp; Architecture, Vivre autrement.</p>";;Parcours pédagogiques;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Arts décoratifs, design, métiers d’art;;Le temps d’un week-end;Accès permanent;Ministère de la Culture ou opérateur national;;;;88 Rue du Colombier 45000 Orléans;47.9040943;1.8968345;47.9040943,1.8968345
826;Fonds régional d'art contemporain - Île-de-France;33 rue des Alouettes;75019;Paris;https://www.fraciledefrance.com/les-petits-ateliers-des-confine-e-s-6-12-ans/;L’équipe du Frac Île-de-France vous propose de les faire à la maison, chaque mercredi, autour d’une oeuvre de la collection.;Primaire;Les petits ateliers des confiné.e.s (6-12 ans);Partager ses passions;Parents / Éducateurs;Création et pratiques artistiques;Arts visuels;;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;33 rue des Alouettes 75019 Paris;48.8782525;2.3854412;48.8782525,2.3854412
827;Fonds régional d'art contemporain - Île-de-France;33 rue des Alouettes;75019;Paris;https://www.fraciledefrance.com/lieux/hors-les-murs/;Comme toute la population en cette période difficile, tous les membres de l’équipe du Frac Île-de-France sont désormais confinés chez eux. Chez eux, mais toujours actifs pour le bien de tous !;;Le bureau des confiné.e.s;Partager ses passions;Tous publics;Création et pratiques artistiques;Arts visuels;;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;33 rue des Alouettes 75019 Paris;48.8782525;2.3854412;48.8782525,2.3854412
828;Fonds régional d'art contemporain - Normandie;3 place des martyrs de la Résistance;76300;Sotteville-lès-Rouen;https://soundcloud.com/user-33653964/jonathan-monk-senza-titulo-iii;Audio description de l'oeuvre de Jonathan Monk « Senza Titolo III » (2012). Cet enregistrement a été réalisé pour l’élaboration d’un dossier « DESCRIP’TION ». Il s’agit d’un outil de médiation créé par le Frac Normandie Rouen pour le public déficient visuel et dédié à la découverte d’œuvres de sa collection. Chaque dossier comprend à la fois des pistes audio, des dessins thermogonflés et ou contrastés ainsi que des éléments tactiles.;;"Audio description de l'oeuvre de Jonathan Monk ""Senza Titolo III""";Audios;Tous publics;Audio, radio, podcasts;Arts visuels;Audiodescription (AD);Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;3 place des martyrs de la Résistance 76300 Sotteville-lès-Rouen;49.4192885;1.0786064;49.4192885,1.0786064
833;Fonds régional d'art contemporain - Occitanie;4 rue Rambaud;34000;Montpellier;https://soundcloud.com/frac_occitanie_mtp;Des collégiens et des lycéens ont été invités à rédiger des textes littéraires à partir d'oeuvres de la collection du Frac OM. Les enregistrements sont accompagnés d’une courte présentation de l’artiste et de l’œuvre,;;Podcasts : raconte-moi une oeuvre;Audios;Tous publics;"Audio, radio, podcasts;Ressources pédagogiques";"Arts visuels;Peinture;Photographie;Sculpture";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;4 rue Rambaud 34000 Montpellier;43.6063476;3.8693456;43.6063476,3.8693456
844;Grand Patrimoine de Loire-Atlantique;11 Rue du château de l'Eraudière, Nantes (Administration centrale);44300;Nantes;https://grand-patrimoine.loire-atlantique.fr/jcms/les-sites-a-visiter-fr-eja_77010;Le musée Dobrée au cœur de Nantes, les châteaux de Châteaubriant et de Clisson, le domaine de la Garenne Lemot à Gétigné-Clisson et l'église du Vieux-Bourg à Saint-Sulpice-des-Landes;;5 sites patrimoniaux d'exception;Expos, musées;Tous publics;Expositions virtuelles;Architecture et patrimoine;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;11 Rue du château de l'Eraudière, Nantes (Administration centrale) 44300 Nantes;47.243754;-1.5365869;47.243754,-1.5365869
848;Hadopi;4 Rue du Texel;75014;Paris;https://www.hadopi.fr/outils-usages/rechercher-un-site-ou-un-service;Le site de l’Hadopi référence environ 450 offres légales d’accès à des contenus culturels en ligne (livres, jeux, musique, photo, podcast, réalité virtuelle, TV de rattrapage, VOD, sVOD) dont près de 250 offrant un accès gratuit.;;Offres légales;Films, documentaires, vidéos;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";Audiovisuel;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;4 Rue du Texel 75014 Paris;48.8370296;2.319513;48.8370296,2.319513
849;Hadopi;4 Rue du Texel;75014;Paris;https://hadopi.fr/ressources/modules-pedagogiques-enseignant;L'Hadopi a réalisé des modules pédagogiques pour sensibiliser les élèves sur les enjeux du droit d'auteur en ligne en les plaçant en tant que créateur, les informer des risques d’une consommation illicite sur Internet, mais aussi de leur apprendre les bons réflexes pour une consommation culturelle en ligne légale et adaptée au jeune public.;;Le droit d'auteur expliqué;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Audiovisuel;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;4 Rue du Texel 75014 Paris;48.8370296;2.319513;48.8370296,2.319513
853;Institut de recherche et coordination acoustique/musique (Ircam);1 place Igor-Stravinsky;75004;Paris;https://www.ircam.fr/article/list/audio/;L'Ircam partage avec les passionné.e.s de création musicale et tous les curieux mélomanes ses playlists : écoutez une quarantaine d'extraits, tirés de l'actualité récente de l'Ircam ou de son répertoire musical.;;Playlists de l'Ircam;Audios;Tous publics;Audio, radio, podcasts;Musique, concerts et opéras;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;1 place Igor-Stravinsky 75004 Paris;48.8594886;2.3514522;48.8594886,2.3514522
